"foc0" "g1" "ninecode"
0.68408203125 0.31591796875 146130307
0.68408203125 0.31591796875 146130309
0.696044921875 0.303955078125 146130318
0.696044921875 0.303955078125 146130319
0.696044921875 0.303955078125 146130320
0.696044921875 0.303955078125 146130321
0.62255859375 0.37744140625 146130366
0.532958984375 0.467041015625 146130427
0.532958984375 0.467041015625 146130428
0.532958984375 0.467041015625 146130429
0.66778564453125 0.33221435546875 146130445
0.66778564453125 0.33221435546875 146130446
0.66778564453125 0.33221435546875 146130447
0.66778564453125 0.33221435546875 146130448
0.62158203125 0.37841796875 146130455
0.65447998046875 0.34552001953125 146130463
0.65447998046875 0.34552001953125 146130464
0.29339599609375 0.70660400390625 146130467
0.29339599609375 0.70660400390625 146130468
0.29339599609375 0.70660400390625 146130469
0.66778564453125 0.33221435546875 146130487
0.696044921875 0.303955078125 146130488
0.66778564453125 0.33221435546875 146130489
0.66778564453125 0.33221435546875 146130490
0.635498046875 0.364501953125 146130708
0.63763427734375 0.36236572265625 146130709
0.635498046875 0.364501953125 146130710
0.635498046875 0.364501953125 146130711
0.29339599609375 0.70660400390625 146130718
0.29339599609375 0.70660400390625 146130719
0.59564208984375 0.40435791015625 146130727
0.532958984375 0.467041015625 146130739
0.532958984375 0.467041015625 146130740
0.532958984375 0.467041015625 146130741
0.645263671875 0.354736328125 146130754
0.645263671875 0.354736328125 146130755
0.645263671875 0.354736328125 146130756
0.66778564453125 0.33221435546875 146130757
0.59332275390625 0.40667724609375 146130760
0.696044921875 0.303955078125 146130776
0.66778564453125 0.33221435546875 146130777
0.645263671875 0.354736328125 146130780
0.645263671875 0.354736328125 146130781
0.58660888671875 0.41339111328125 146130782
0.58660888671875 0.41339111328125 146130783
0.58660888671875 0.41339111328125 146130784
0.64801025390625 0.35198974609375 146130797
0.64801025390625 0.35198974609375 146130798
0.64801025390625 0.35198974609375 146130799
0.36669921875 0.63330078125 172168006
0.58660888671875 0.41339111328125 172168008
0.58660888671875 0.41339111328125 172168009
0.58660888671875 0.41339111328125 172168010
0.58660888671875 0.41339111328125 172168011
0.645263671875 0.354736328125 172168013
0.645263671875 0.354736328125 172168014
0.60498046875 0.39501953125 172168018
0.60498046875 0.39501953125 172168019
0.60498046875 0.39501953125 172168020
0.60498046875 0.39501953125 172168021
0.66778564453125 0.33221435546875 172168024
0.66778564453125 0.33221435546875 172168025
0.66778564453125 0.33221435546875 172168026
0.30657958984375 0.69342041015625 172168027
0.58660888671875 0.41339111328125 172168029
0.645263671875 0.354736328125 172168038
0.5687255859375 0.4312744140625 172168040
0.59173583984375 0.40826416015625 172168046
0.59173583984375 0.40826416015625 172168047
0.57647705078125 0.42352294921875 172168048
0.59759521484375 0.40240478515625 172168049
0.30657958984375 0.69342041015625 172168050
0.59759521484375 0.40240478515625 172168051
0.529052734375 0.470947265625 172168052
0.62158203125 0.37841796875 172168054
0.59332275390625 0.40667724609375 172168055
0.62158203125 0.37841796875 172168056
0.57647705078125 0.42352294921875 172168057
0.57647705078125 0.42352294921875 172168059
0.50958251953125 0.49041748046875 172168069
0.50958251953125 0.49041748046875 172168070
0.55096435546875 0.44903564453125 172168071
0.50958251953125 0.49041748046875 172168072
0.339599609375 0.660400390625 172168084
0.339599609375 0.660400390625 172168085
0.339599609375 0.660400390625 172168086
0.62158203125 0.37841796875 172168098
0.62158203125 0.37841796875 172168100
0.26568603515625 0.73431396484375 172168151
0.26568603515625 0.73431396484375 172168152
0.26568603515625 0.73431396484375 172168153
0.26568603515625 0.73431396484375 172168154
0.209716796875 0.790283203125 172168164
0.50262451171875 0.49737548828125 172168327
0.50262451171875 0.49737548828125 172168328
0.50262451171875 0.49737548828125 172168329
0.339599609375 0.660400390625 172168331
0.339599609375 0.660400390625 172168332
0.57647705078125 0.42352294921875 172168337
0.57647705078125 0.42352294921875 172168338
0.57647705078125 0.42352294921875 172168339
0.51824951171875 0.48175048828125 172168343
0.51824951171875 0.48175048828125 172168344
0.51824951171875 0.48175048828125 172168345
0.55096435546875 0.44903564453125 172168369
0.55096435546875 0.44903564453125 172168370
0.5479736328125 0.4520263671875 172168379
0.59332275390625 0.40667724609375 172168380
0.62158203125 0.37841796875 176124001
0.57647705078125 0.42352294921875 176124005
0.57647705078125 0.42352294921875 176124029
0.5281982421875 0.4718017578125 176124069
0.5704345703125 0.4295654296875 176124070
0.50726318359375 0.49273681640625 176124071
0.57647705078125 0.42352294921875 176124076
0.645263671875 0.354736328125 176124107
0.645263671875 0.354736328125 176124108
0.50958251953125 0.49041748046875 176124109
0.50958251953125 0.49041748046875 176124110
0.339599609375 0.660400390625 176124111
0.339599609375 0.660400390625 176124113
0.339599609375 0.660400390625 176124126
0.339599609375 0.660400390625 176124127
0.51824951171875 0.48175048828125 176124138
0.51824951171875 0.48175048828125 176124139
0.51824951171875 0.48175048828125 176124140
0.59332275390625 0.40667724609375 176124164
0.59332275390625 0.40667724609375 176124165
0.59332275390625 0.40667724609375 176124166
0.50958251953125 0.49041748046875 176124168
0.50958251953125 0.49041748046875 176124169
0.50958251953125 0.49041748046875 176124170
0.50958251953125 0.49041748046875 176124172
0.5704345703125 0.4295654296875 176124232
0.5704345703125 0.4295654296875 176124233
0.49041748046875 0.50958251953125 176124274
0.49041748046875 0.50958251953125 176124275
0.50958251953125 0.49041748046875 176124276
0.39544677734375 0.60455322265625 176124278
0.62158203125 0.37841796875 176124284
0.62158203125 0.37841796875 176124285
0.50958251953125 0.49041748046875 176124417
0.50958251953125 0.49041748046875 176124418
0.4874267578125 0.5125732421875 176124460
0.4874267578125 0.5125732421875 176124461
0.50958251953125 0.49041748046875 176124560
0.50958251953125 0.49041748046875 176124561
0.50958251953125 0.49041748046875 176124562
0.50958251953125 0.49041748046875 176124563
0.209716796875 0.790283203125 176124863
0.66778564453125 0.33221435546875 999999995
0.5091552734375 0.4908447265625 146130418
0.5091552734375 0.4908447265625 146130419
0.5091552734375 0.4908447265625 146130420
0.55224609375 0.44775390625 146130421
0.55224609375 0.44775390625 146130422
0.55224609375 0.44775390625 146130423
0.55224609375 0.44775390625 146130481
0.55224609375 0.44775390625 146130482
0.667236328125 0.332763671875 146130484
0.667236328125 0.332763671875 146130485
0.667236328125 0.332763671875 146130486
0.55224609375 0.44775390625 146130753
0.55224609375 0.44775390625 146130788
0.55224609375 0.44775390625 146130789
0.55224609375 0.44775390625 146130790
0.55224609375 0.44775390625 172168003
0.55224609375 0.44775390625 172168004
0.55224609375 0.44775390625 172168005
0.412567138671875 0.587432861328125 172168028
0.565765380859375 0.434234619140625 172168030
0.565765380859375 0.434234619140625 172168031
0.565765380859375 0.434234619140625 172168032
0.55224609375 0.44775390625 172168036
0.55224609375 0.44775390625 172168037
0.55224609375 0.44775390625 172168064
0.55224609375 0.44775390625 172168065
0.54302978515625 0.45697021484375 172168157
0.54302978515625 0.45697021484375 172168158
0.54302978515625 0.45697021484375 172168159
0.428924560546875 0.571075439453125 172168180
0.454925537109375 0.545074462890625 172168190
0.454925537109375 0.545074462890625 172168191
0.454925537109375 0.545074462890625 172168192
0.50958251953125 0.49041748046875 172168194
0.50958251953125 0.49041748046875 172168195
0.608917236328125 0.391082763671875 172168265
0.608917236328125 0.391082763671875 172168266
0.608917236328125 0.391082763671875 172168267
0.44012451171875 0.55987548828125 172168303
0.44012451171875 0.55987548828125 172168304
0.4608154296875 0.5391845703125 172168305
0.44012451171875 0.55987548828125 172168306
0.310791015625 0.689208984375 172168316
0.310791015625 0.689208984375 172168317
0.57647705078125 0.42352294921875 172168318
0.57647705078125 0.42352294921875 172168319
0.57647705078125 0.42352294921875 172168320
0.509857177734375 0.490142822265625 172168333
0.54302978515625 0.45697021484375 172168334
0.509857177734375 0.490142822265625 172168335
0.509857177734375 0.490142822265625 172168336
0.452545166015625 0.547454833984375 172168354
0.587677001953125 0.412322998046875 172168355
0.587677001953125 0.412322998046875 172168356
0.58160400390625 0.41839599609375 172168364
0.58160400390625 0.41839599609375 172168365
0.525115966796875 0.474884033203125 172168366
0.42486572265625 0.57513427734375 172168376
0.42486572265625 0.57513427734375 172168377
0.42486572265625 0.57513427734375 172168378
0.608917236328125 0.391082763671875 176124022
0.608917236328125 0.391082763671875 176124023
0.574462890625 0.425537109375 176124027
0.66943359375 0.33056640625 176124028
0.66943359375 0.33056640625 176124075
0.66943359375 0.33056640625 176124077
0.66943359375 0.33056640625 176124078
0.509857177734375 0.490142822265625 176124084
0.4014892578125 0.5985107421875 176124085
0.509857177734375 0.490142822265625 176124086
0.509857177734375 0.490142822265625 176124087
0.4400634765625 0.5599365234375 176124095
0.4400634765625 0.5599365234375 176124096
0.44012451171875 0.55987548828125 176124097
0.44012451171875 0.55987548828125 176124098
0.310791015625 0.689208984375 176124133
0.310791015625 0.689208984375 176124134
0.587677001953125 0.412322998046875 176124135
0.587677001953125 0.412322998046875 176124136
0.587677001953125 0.412322998046875 176124137
0.42486572265625 0.57513427734375 176124147
0.42486572265625 0.57513427734375 176124148
0.525115966796875 0.474884033203125 176124150
0.525115966796875 0.474884033203125 176124151
0.58160400390625 0.41839599609375 176124174
0.509857177734375 0.490142822265625 176124221
0.509857177734375 0.490142822265625 176124222
0.509857177734375 0.490142822265625 176124223
0.509857177734375 0.490142822265625 176124224
0.32568359375 0.67431640625 176124253
0.32568359375 0.67431640625 176124254
0.4400634765625 0.5599365234375 176124255
0.4488525390625 0.5511474609375 176124256
0.42486572265625 0.57513427734375 176124257
0.42486572265625 0.57513427734375 176124258
0.4014892578125 0.5985107421875 176124271
0.4014892578125 0.5985107421875 176124272
0.50958251953125 0.49041748046875 176124273
0.310791015625 0.689208984375 176124295
0.506378173828125 0.493621826171875 176124329
0.433868408203125 0.566131591796875 176124349
0.433868408203125 0.566131591796875 176124351
0.509857177734375 0.490142822265625 176124362
0.509857177734375 0.490142822265625 176124363
0.4014892578125 0.5985107421875 176124372
0.496063232421875 0.503936767578125 176124377
0.496063232421875 0.503936767578125 176124378
0.496063232421875 0.503936767578125 176124379
0.4014892578125 0.5985107421875 176124381
0.4014892578125 0.5985107421875 176124382
0.42486572265625 0.57513427734375 176124397
0.42486572265625 0.57513427734375 176124398
0.42486572265625 0.57513427734375 176124399
0.310791015625 0.689208984375 176124433
0.588287353515625 0.411712646484375 176124451
0.588287353515625 0.411712646484375 176124452
0.588287353515625 0.411712646484375 176124453
0.4014892578125 0.5985107421875 176124455
0.4014892578125 0.5985107421875 176124456
0.4014892578125 0.5985107421875 176124462
0.4014892578125 0.5985107421875 176124463
0.4014892578125 0.5985107421875 176124464
0.496063232421875 0.503936767578125 176124470
0.496063232421875 0.503936767578125 176124471
0.496063232421875 0.503936767578125 176124472
0.396942138671875 0.603057861328125 176124487
0.396942138671875 0.603057861328125 176124489
0.4488525390625 0.5511474609375 176124495
0.4488525390625 0.5511474609375 176124496
0.433868408203125 0.566131591796875 176124537
0.433868408203125 0.566131591796875 176124538
0.433868408203125 0.566131591796875 176124539
0.433868408203125 0.566131591796875 176124540
0.428924560546875 0.571075439453125 176124572
0.428924560546875 0.571075439453125 176124573
0.396942138671875 0.603057861328125 176124590
0.433868408203125 0.566131591796875 176124625
0.433868408203125 0.566131591796875 176124626
0.433868408203125 0.566131591796875 176124627
0.3795166015625 0.6204833984375 176124639
0.3795166015625 0.6204833984375 176124640
0.4488525390625 0.5511474609375 176124650
0.433868408203125 0.566131591796875 176124837
0.54302978515625 0.45697021484375 176124838
0.54302978515625 0.45697021484375 176124839
0.50958251953125 0.49041748046875 176124842
0.50958251953125 0.49041748046875 176124843
0.428924560546875 0.571075439453125 176124844
0.428924560546875 0.571075439453125 176124845
0.4488525390625 0.5511474609375 176124859
0.428924560546875 0.571075439453125 196195801
0.428924560546875 0.571075439453125 196195808
0.428924560546875 0.571075439453125 196195809
0.332733154296875 0.667266845703125 224130409
0.332733154296875 0.667266845703125 224130410
0.332733154296875 0.667266845703125 224130411
0.332733154296875 0.667266845703125 224130412
0.466156005859375 0.533843994140625 224130418
0.4014892578125 0.5985107421875 224130492
0.4014892578125 0.5985107421875 224130493
0.433868408203125 0.566131591796875 224130499
0.433868408203125 0.566131591796875 224130500
0.433868408203125 0.566131591796875 224130820
0.210784912109375 0.789215087890625 224130821
0.210784912109375 0.789215087890625 224130822
0.224639892578125 0.775360107421875 224130823
0.210784912109375 0.789215087890625 224130824
0.210784912109375 0.789215087890625 224130856
0.210784912109375 0.789215087890625 226189047
0.210784912109375 0.789215087890625 226189048
0.210784912109375 0.789215087890625 226189049
0.210784912109375 0.789215087890625 226189050
0.344207763671875 0.655792236328125 226189087
0.210784912109375 0.789215087890625 226189115
0.210784912109375 0.789215087890625 226189116
0.210784912109375 0.789215087890625 226189117
0.210784912109375 0.789215087890625 226189118
0.210784912109375 0.789215087890625 999666003
0.55517578125 0.44482421875 172168073
0.55517578125 0.44482421875 172168074
0.55517578125 0.44482421875 172168075
0.55517578125 0.44482421875 172168076
0.41046142578125 0.58953857421875 172168146
0.41046142578125 0.58953857421875 172168147
0.41046142578125 0.58953857421875 172168148
0.41046142578125 0.58953857421875 172168149
0.361160278320312 0.638839721679688 172168150
0.50067138671875 0.49932861328125 172168156
0.534194946289062 0.465805053710938 172168160
0.534194946289062 0.465805053710938 172168161
0.534194946289062 0.465805053710938 172168162
0.4664306640625 0.5335693359375 172168166
0.4664306640625 0.5335693359375 172168167
0.4664306640625 0.5335693359375 172168168
0.220062255859375 0.779937744140625 172168171
0.37982177734375 0.62017822265625 172168173
0.43414306640625 0.56585693359375 172168174
0.37982177734375 0.62017822265625 172168175
0.37982177734375 0.62017822265625 172168176
0.389862060546875 0.610137939453125 172168185
0.389862060546875 0.610137939453125 172168186
0.389862060546875 0.610137939453125 172168187
0.389862060546875 0.610137939453125 172168188
0.23333740234375 0.76666259765625 172168193
0.5673828125 0.4326171875 172168277
0.609619140625 0.390380859375 172168278
0.53118896484375 0.46881103515625 172168340
0.53118896484375 0.46881103515625 172168341
0.53118896484375 0.46881103515625 172168342
0.652481079101562 0.347518920898438 172168347
0.542465209960938 0.457534790039062 172168400
0.548583984375 0.451416015625 176124024
0.548583984375 0.451416015625 176124025
0.548583984375 0.451416015625 176124026
0.539306640625 0.460693359375 176124128
0.6241455078125 0.3758544921875 176124129
0.539306640625 0.460693359375 176124130
0.6241455078125 0.3758544921875 176124131
0.6241455078125 0.3758544921875 176124132
0.580581665039062 0.419418334960938 176124152
0.580581665039062 0.419418334960938 176124153
0.580581665039062 0.419418334960938 176124154
0.627578735351562 0.372421264648438 176124156
0.627578735351562 0.372421264648438 176124157
0.627578735351562 0.372421264648438 176124158
0.55517578125 0.44482421875 176124179
0.53118896484375 0.46881103515625 176124180
0.55517578125 0.44482421875 176124181
0.41650390625 0.58349609375 176124199
0.488555908203125 0.511444091796875 176124246
0.488555908203125 0.511444091796875 176124247
0.488555908203125 0.511444091796875 176124248
0.488555908203125 0.511444091796875 176124249
0.525253295898438 0.474746704101562 176124250
0.525253295898438 0.474746704101562 176124251
0.525253295898438 0.474746704101562 176124252
0.220062255859375 0.779937744140625 176124286
0.220062255859375 0.779937744140625 176124287
0.220062255859375 0.779937744140625 176124288
0.55517578125 0.44482421875 176124292
0.55517578125 0.44482421875 176124293
0.55517578125 0.44482421875 176124294
0.542465209960938 0.457534790039062 176124300
0.542465209960938 0.457534790039062 176124301
0.542465209960938 0.457534790039062 176124302
0.559524536132812 0.440475463867188 176124303
0.559524536132812 0.440475463867188 176124304
0.559524536132812 0.440475463867188 176124305
0.48583984375 0.51416015625 176124315
0.48583984375 0.51416015625 176124316
0.48583984375 0.51416015625 176124317
0.48583984375 0.51416015625 176124318
0.5670166015625 0.4329833984375 176124319
0.5670166015625 0.4329833984375 176124320
0.534194946289062 0.465805053710938 176124327
0.534194946289062 0.465805053710938 176124328
0.503555297851562 0.496444702148438 176124334
0.503555297851562 0.496444702148438 176124335
0.503555297851562 0.496444702148438 176124336
0.503555297851562 0.496444702148438 176124337
0.622955322265625 0.377044677734375 176124350
0.501754760742188 0.498245239257812 176124364
0.501754760742188 0.498245239257812 176124365
0.410186767578125 0.589813232421875 176124369
0.410186767578125 0.589813232421875 176124370
0.410186767578125 0.589813232421875 176124371
0.5670166015625 0.4329833984375 176124383
0.5670166015625 0.4329833984375 176124384
0.5670166015625 0.4329833984375 176124385
0.360443115234375 0.639556884765625 176124386
0.220062255859375 0.779937744140625 176124414
0.488555908203125 0.511444091796875 176124422
0.488555908203125 0.511444091796875 176124423
0.488555908203125 0.511444091796875 176124424
0.488555908203125 0.511444091796875 176124425
0.4661865234375 0.5338134765625 176124432
0.602676391601562 0.397323608398438 176124434
0.602676391601562 0.397323608398438 176124435
0.602676391601562 0.397323608398438 176124436
0.55517578125 0.44482421875 176124445
0.55517578125 0.44482421875 176124446
0.609619140625 0.390380859375 176124447
0.410186767578125 0.589813232421875 176124454
0.589645385742188 0.410354614257812 176124465
0.589645385742188 0.410354614257812 176124466
0.589645385742188 0.410354614257812 176124467
0.516891479492188 0.483108520507812 176124468
0.584365844726562 0.415634155273438 176124469
0.534194946289062 0.465805053710938 176124488
0.534194946289062 0.465805053710938 176124490
0.400604248046875 0.599395751953125 176124491
0.400604248046875 0.599395751953125 176124492
0.400604248046875 0.599395751953125 176124493
0.400604248046875 0.599395751953125 176124494
0.417633056640625 0.582366943359375 176124497
0.417633056640625 0.582366943359375 176124498
0.417633056640625 0.582366943359375 176124499
0.3251953125 0.6748046875 176124515
0.3251953125 0.6748046875 176124516
0.3251953125 0.6748046875 176124517
0.525115966796875 0.474884033203125 176124522
0.542465209960938 0.457534790039062 176124523
0.525115966796875 0.474884033203125 176124524
0.542465209960938 0.457534790039062 176124525
0.41046142578125 0.58953857421875 176124526
0.41046142578125 0.58953857421875 176124527
0.41046142578125 0.58953857421875 176124528
0.410186767578125 0.589813232421875 176124541
0.410186767578125 0.589813232421875 176124542
0.410186767578125 0.589813232421875 176124543
0.410186767578125 0.589813232421875 176124544
0.4664306640625 0.5335693359375 176124548
0.4664306640625 0.5335693359375 176124549
0.4664306640625 0.5335693359375 176124550
0.4664306640625 0.5335693359375 176124574
0.4664306640625 0.5335693359375 176124575
0.4664306640625 0.5335693359375 176124576
0.309539794921875 0.690460205078125 176124588
0.309539794921875 0.690460205078125 176124589
0.400604248046875 0.599395751953125 176124591
0.400604248046875 0.599395751953125 176124592
0.400604248046875 0.599395751953125 176124593
0.410186767578125 0.589813232421875 176124602
0.474990844726562 0.525009155273438 176124605
0.474990844726562 0.525009155273438 176124606
0.525115966796875 0.474884033203125 176124607
0.474990844726562 0.525009155273438 176124609
0.41046142578125 0.58953857421875 176124610
0.41046142578125 0.58953857421875 176124611
0.41046142578125 0.58953857421875 176124612
0.4664306640625 0.5335693359375 176124641
0.4664306640625 0.5335693359375 176124642
0.410186767578125 0.589813232421875 176124655
0.410186767578125 0.589813232421875 176124656
0.23333740234375 0.76666259765625 176124696
0.23333740234375 0.76666259765625 176124697
0.41046142578125 0.58953857421875 176124830
0.35614013671875 0.64385986328125 176124831
0.41046142578125 0.58953857421875 176124832
0.361160278320312 0.638839721679688 176124833
0.361160278320312 0.638839721679688 176124834
0.361160278320312 0.638839721679688 176124835
0.361160278320312 0.638839721679688 176124836
0.436859130859375 0.563140869140625 176124846
0.479217529296875 0.520782470703125 176124847
0.43414306640625 0.56585693359375 176124851
0.43414306640625 0.56585693359375 176124852
0.389862060546875 0.610137939453125 176124857
0.389862060546875 0.610137939453125 176124858
0.389862060546875 0.610137939453125 176124860
0.534194946289062 0.465805053710938 176124864
0.534194946289062 0.465805053710938 176124865
0.534194946289062 0.465805053710938 176124866
0.534194946289062 0.465805053710938 176124867
0.4664306640625 0.5335693359375 176124876
0.4664306640625 0.5335693359375 176124877
0.400604248046875 0.599395751953125 176124878
0.400604248046875 0.599395751953125 176124879
0.400604248046875 0.599395751953125 176124880
0.400604248046875 0.599395751953125 176124881
0.23333740234375 0.76666259765625 176124895
0.23333740234375 0.76666259765625 176124896
0.23333740234375 0.76666259765625 176124897
0.361160278320312 0.638839721679688 196195805
0.361160278320312 0.638839721679688 196195806
0.361160278320312 0.638839721679688 196195807
0.525115966796875 0.474884033203125 196195813
0.525115966796875 0.474884033203125 196195814
0.389862060546875 0.610137939453125 196195817
0.389862060546875 0.610137939453125 196195818
0.389862060546875 0.610137939453125 196195819
0.333587646484375 0.666412353515625 196195873
0.333587646484375 0.666412353515625 196195875
0.486984252929688 0.513015747070312 224130402
0.486984252929688 0.513015747070312 224130403
0.486984252929688 0.513015747070312 224130404
0.333587646484375 0.666412353515625 224130449
0.606231689453125 0.393768310546875 224130465
0.22442626953125 0.77557373046875 226189312
0.22442626953125 0.77557373046875 226189313
0.22442626953125 0.77557373046875 226189314
0.210784912109375 0.789215087890625 226189352
0.210784912109375 0.789215087890625 226189353
0.210784912109375 0.789215087890625 226189422
0.210784912109375 0.789215087890625 226189468
0.540145874023438 0.459854125976562 172168129
0.495773315429688 0.504226684570312 172168130
0.495773315429688 0.504226684570312 172168131
0.495773315429688 0.504226684570312 172168132
0.4329833984375 0.5670166015625 172168134
0.4329833984375 0.5670166015625 172168135
0.4329833984375 0.5670166015625 172168136
0.452384948730469 0.547615051269531 172168137
0.452384948730469 0.547615051269531 172168138
0.452384948730469 0.547615051269531 172168139
0.50201416015625 0.49798583984375 172168140
0.50201416015625 0.49798583984375 172168141
0.479141235351562 0.520858764648438 172168144
0.479141235351562 0.520858764648438 172168155
0.205230712890625 0.794769287109375 172168163
0.205230712890625 0.794769287109375 172168165
0.484992980957031 0.515007019042969 172168181
0.484992980957031 0.515007019042969 172168182
0.484992980957031 0.515007019042969 172168183
0.484992980957031 0.515007019042969 172168184
0.479141235351562 0.520858764648438 172168189
0.6123046875 0.3876953125 172168199
0.6123046875 0.3876953125 172168200
0.52935791015625 0.47064208984375 172168357
0.52935791015625 0.47064208984375 172168358
0.52935791015625 0.47064208984375 172168359
0.52935791015625 0.47064208984375 176124159
0.52935791015625 0.47064208984375 176124160
0.557174682617188 0.442825317382812 176124161
0.655029296875 0.344970703125 176124162
0.424285888671875 0.575714111328125 176124163
0.486724853515625 0.513275146484375 176124289
0.52935791015625 0.47064208984375 176124290
0.52935791015625 0.47064208984375 176124291
0.446174621582031 0.553825378417969 176124296
0.446174621582031 0.553825378417969 176124297
0.446174621582031 0.553825378417969 176124298
0.446174621582031 0.553825378417969 176124299
0.53265380859375 0.46734619140625 176124312
0.53265380859375 0.46734619140625 176124313
0.53265380859375 0.46734619140625 176124314
0.53875732421875 0.46124267578125 176124359
0.53875732421875 0.46124267578125 176124360
0.53875732421875 0.46124267578125 176124361
0.52935791015625 0.47064208984375 176124409
0.52935791015625 0.47064208984375 176124410
0.486724853515625 0.513275146484375 176124411
0.52935791015625 0.47064208984375 176124412
0.49505615234375 0.50494384765625 176124416
0.560554504394531 0.439445495605469 176124419
0.560615539550781 0.439384460449219 176124420
0.560554504394531 0.439445495605469 176124421
0.424285888671875 0.575714111328125 176124426
0.424285888671875 0.575714111328125 176124427
0.424285888671875 0.575714111328125 176124428
0.6123046875 0.3876953125 176124518
0.6123046875 0.3876953125 176124519
0.6123046875 0.3876953125 176124520
0.6123046875 0.3876953125 176124521
0.550086975097656 0.449913024902344 176124545
0.435157775878906 0.564842224121094 176124546
0.435157775878906 0.564842224121094 176124547
0.420989990234375 0.579010009765625 176124551
0.4840087890625 0.5159912109375 176124552
0.420989990234375 0.579010009765625 176124553
0.4840087890625 0.5159912109375 176124554
0.4329833984375 0.5670166015625 176124594
0.4329833984375 0.5670166015625 176124595
0.6123046875 0.3876953125 176124596
0.517417907714844 0.482582092285156 176124603
0.517417907714844 0.482582092285156 176124604
0.517417907714844 0.482582092285156 176124654
0.550086975097656 0.449913024902344 176124658
0.550086975097656 0.449913024902344 176124659
0.550086975097656 0.449913024902344 176124660
0.540145874023438 0.459854125976562 176124698
0.540145874023438 0.459854125976562 176124699
0.540145874023438 0.459854125976562 176124700
0.479141235351562 0.520858764648438 176124826
0.479141235351562 0.520858764648438 176124827
0.540145874023438 0.459854125976562 176124828
0.452384948730469 0.547615051269531 176124840
0.452384948730469 0.547615051269531 176124841
0.479141235351562 0.520858764648438 176124848
0.40911865234375 0.59088134765625 176124849
0.40911865234375 0.59088134765625 176124850
0.205093383789062 0.794906616210938 176124853
0.205093383789062 0.794906616210938 176124854
0.205093383789062 0.794906616210938 176124855
0.205093383789062 0.794906616210938 176124856
0.205230712890625 0.794769287109375 176124861
0.205230712890625 0.794769287109375 176124862
0.473991394042969 0.526008605957031 176124868
0.473991394042969 0.526008605957031 176124869
0.405838012695312 0.594161987304688 176124875
0.484992980957031 0.515007019042969 176124882
0.484992980957031 0.515007019042969 176124883
0.435157775878906 0.564842224121094 176124884
0.484992980957031 0.515007019042969 176124885
0.278244018554688 0.721755981445312 176124886
0.278244018554688 0.721755981445312 176124887
0.410018920898438 0.589981079101562 176124888
0.278244018554688 0.721755981445312 176124889
0.452384948730469 0.547615051269531 176124894
0.540145874023438 0.459854125976562 176124898
0.540145874023438 0.459854125976562 176124899
0.540145874023438 0.459854125976562 176124900
0.205093383789062 0.794906616210938 196195810
0.205093383789062 0.794906616210938 196195811
0.205093383789062 0.794906616210938 196195812
0.543533325195312 0.456466674804688 196195815
0.40911865234375 0.59088134765625 196195816
0.362899780273438 0.637100219726562 196195867
0.362899780273438 0.637100219726562 196195868
0.362899780273438 0.637100219726562 196195869
0.457557678222656 0.542442321777344 196195876
0.457557678222656 0.542442321777344 196195877
0.457557678222656 0.542442321777344 196195878
0.40911865234375 0.59088134765625 196195882
0.40911865234375 0.59088134765625 196195883
0.473991394042969 0.526008605957031 196199301
0.435371398925781 0.564628601074219 224130405
0.435371398925781 0.564628601074219 224130406
0.435371398925781 0.564628601074219 224130407
0.435371398925781 0.564628601074219 224130408
0.457557678222656 0.542442321777344 224130413
0.449722290039062 0.550277709960938 224130414
0.449722290039062 0.550277709960938 224130415
0.40911865234375 0.59088134765625 224130434
0.40911865234375 0.59088134765625 224130435
0.40911865234375 0.59088134765625 224130436
0.313423156738281 0.686576843261719 224130441
0.390296936035156 0.609703063964844 224130455
0.390296936035156 0.609703063964844 224130456
0.390296936035156 0.609703063964844 224130457
0.565315246582031 0.434684753417969 224130460
0.565315246582031 0.434684753417969 224130461
0.565315246582031 0.434684753417969 224130462
0.457557678222656 0.542442321777344 224130466
0.435371398925781 0.564628601074219 224130491
0.435371398925781 0.564628601074219 224130494
0.467857360839844 0.532142639160156 224130495
0.467857360839844 0.532142639160156 224130496
0.467857360839844 0.532142639160156 224130497
0.391944885253906 0.608055114746094 224130542
0.391944885253906 0.608055114746094 224130545
0.443206787109375 0.556793212890625 224130832
0.443206787109375 0.556793212890625 224130833
0.413795471191406 0.586204528808594 224130838
0.262626647949219 0.737373352050781 224130841
0.262626647949219 0.737373352050781 224130843
0.6123046875 0.3876953125 224130853
0.258522033691406 0.741477966308594 224130857
0.33807373046875 0.66192626953125 226189005
0.33807373046875 0.66192626953125 226189006
0.40911865234375 0.59088134765625 226189013
0.40911865234375 0.59088134765625 226189014
0.40911865234375 0.59088134765625 226189015
0.471817016601562 0.528182983398438 226189031
0.47674560546875 0.52325439453125 226189033
0.40911865234375 0.59088134765625 226189123
0.258522033691406 0.741477966308594 226189181
0.258522033691406 0.741477966308594 226189182
0.497894287109375 0.502105712890625 172168133
0.275043487548828 0.724956512451172 172168169
0.275043487548828 0.724956512451172 172168170
0.275043487548828 0.724956512451172 172168172
0.434452056884766 0.565547943115234 172168177
0.434452056884766 0.565547943115234 172168178
0.434452056884766 0.565547943115234 172168179
0.5076904296875 0.4923095703125 172168196
0.5076904296875 0.4923095703125 172168197
0.5076904296875 0.4923095703125 172168198
0.434452056884766 0.565547943115234 176124664
0.434452056884766 0.565547943115234 176124665
